order_number,order_date,item_name,quantity,product_price,total_products
11693,21-10-2018 18:01,Mixed Vegetable Curry,1,5.95,7
11693,21-10-2018 18:01,Royal Paneer,1,5.95,7
11682,20-10-2018 19:34,Saag Aloo,1,5.95,6
11681,20-10-2018 19:27,Tarka Dall,1,5.95,10
11678,20-10-2018 19:16,Saag Paneer,1,5.95,10
11678,20-10-2018 19:16,Tarka Dall,1,5.95,10
11678,20-10-2018 19:16,Aloo Gobi,1,5.95,10
11675,20-10-2018 18:58,Mushroom Bhajee,1,5.95,10
11674,20-10-2018 18:43,Mixed Starter,1,5.95,7
11669,20-10-2018 17:50,Bombay Aloo,1,5.95,9
11667,20-10-2018 17:31,Bombay Aloo,1,5.95,3
11664,19-10-2018 20:08,Mixed Vegetable Curry,1,5.95,5
11651,19-10-2018 18:35,Tarka Dall,1,5.95,7
11648,19-10-2018 18:30,Aloo Methi,1,5.95,6
11647,19-10-2018 18:12,Saag Bhajee,1,5.95,6
11642,19-10-2018 17:34,Bombay Aloo,1,5.95,8
11642,19-10-2018 17:34,Chana Masala,1,5.95,8
11640,19-10-2018 17:10,Bombay Aloo,1,5.95,11
11632,18-10-2018 19:29,Saag Bhajee,1,5.95,6
11626,18-10-2018 18:44,Saag Paneer,1,5.95,6
11622,17-10-2018 22:24,Aloo Gobi,1,5.95,5
11616,17-10-2018 17:48,Mushroom Bhajee,1,5.95,10
11615,17-10-2018 17:44,Aloo Gobi,1,5.95,9
11615,17-10-2018 17:44,Bhindi Bhajee,1,5.95,9
11613,17-10-2018 14:27,Bombay Aloo,1,5.95,4
11611,16-10-2018 20:38,Bombay Aloo,1,5.95,15
11611,16-10-2018 20:38,Aloo Gobi,2,5.95,15
11592,14-10-2018 18:38,Aloo Gobi,1,5.95,6
11591,14-10-2018 18:35,Baingan Hari Mirch,1,5.95,5
11591,14-10-2018 18:35,Saag Dall,1,5.95,5
11591,14-10-2018 18:35,Tandoori Fish,1,5.95,5
11590,14-10-2018 18:25,Royal Paneer,1,5.95,6
11589,14-10-2018 18:23,Royal Paneer,1,5.95,6
11586,14-10-2018 16:59,King Prawn Puree,1,5.95,5
11576,13-10-2018 19:18,Tandoori Fish,1,5.95,4
11573,13-10-2018 18:58,Muttar Paneer,1,5.95,3
11571,13-10-2018 18:51,Saag Aloo,1,5.95,9
11565,13-10-2018 17:41,Saag Aloo,1,5.95,6
11563,13-10-2018 17:34,Saag Aloo,1,5.95,8
11562,13-10-2018 17:31,Bombay Aloo,1,5.95,6
11557,12-10-2018 20:33,Saag Aloo,1,5.95,3
11553,12-10-2018 19:14,Mixed Starter,1,5.95,8
11551,12-10-2018 18:53,Saag Paneer,1,5.95,7
11548,12-10-2018 18:29,Aloo Methi,1,5.95,5
11538,11-10-2018 21:15,Royal Paneer,1,5.95,3
11535,11-10-2018 20:06,Saag Aloo,1,5.95,5
11533,11-10-2018 19:38,Saag Bhajee,1,5.95,6
11532,11-10-2018 19:22,Mixed Vegetable Curry,1,5.95,3
11530,11-10-2018 18:58,Chana Masala,1,5.95,7
11529,11-10-2018 18:50,COBRA (660ML),1,5.95,10
11522,10-10-2018 22:29,Tandoori Fish,1,5.95,4
11518,10-10-2018 19:32,Bombay Aloo,1,5.95,6
11513,10-10-2018 18:03,Mushroom Bhajee,1,5.95,7
11513,10-10-2018 18:03,Bombay Aloo,1,5.95,7
11508,09-10-2018 20:24,Bombay Aloo,1,5.95,7
11504,09-10-2018 14:30,Bombay Aloo,1,5.95,4
11502,08-10-2018 19:49,Mixed Starter,1,5.95,4
11493,07-10-2018 19:35,Aloo Gobi,1,5.95,4
11488,07-10-2018 18:28,Bombay Aloo,2,5.95,9
11488,07-10-2018 18:28,Baingan Hari Mirch,1,5.95,9
11487,07-10-2018 18:26,Mixed Starter,1,5.95,7
11484,07-10-2018 17:49,Saag Paneer,1,5.95,7
11481,07-10-2018 13:50,Royal Paneer,1,5.95,4
11480,07-10-2018 12:51,Bombay Aloo,1,5.95,4
11465,06-10-2018 18:25,Mixed Vegetable Curry,1,5.95,12
11463,06-10-2018 18:20,Bombay Aloo,1,5.95,4
11454,05-10-2018 21:48,Saag Aloo,1,5.95,5
11451,05-10-2018 20:30,Mixed Starter,1,5.95,6
11446,05-10-2018 19:04,Bombay Aloo,1,5.95,9
11443,05-10-2018 18:51,King Prawn Puree,1,5.95,5
11442,05-10-2018 18:44,Bombay Aloo,1,5.95,8
11441,05-10-2018 18:05,Tarka Dall,1,5.95,6
11439,05-10-2018 17:35,Chicken Pakora,1,5.95,4
11439,05-10-2018 17:35,Tarka Dall,1,5.95,4
11429,04-10-2018 19:35,Baingan Hari Mirch,1,5.95,4
11427,04-10-2018 12:46,Cauliflower Bhajee,1,5.95,5
11423,03-10-2018 19:40,Chana Masala,2,5.95,13
11421,03-10-2018 18:47,Saag Aloo,1,5.95,4
11418,03-10-2018 18:26,Mixed Vegetable Curry,1,5.95,10
11411,02-10-2018 18:37,Tandoori Fish,1,5.95,4
11410,02-10-2018 18:00,Bhindi Bhajee,1,5.95,5
11400,30-09-2018 19:00,Saag Aloo,1,5.95,5
11399,30-09-2018 18:31,Saag Aloo,1,5.95,5
11398,30-09-2018 18:15,Bombay Aloo,1,5.95,3
11396,30-09-2018 17:57,Bhindi Bhajee,1,5.95,5
11396,30-09-2018 17:57,Tandoori Fish,1,5.95,5
11393,30-09-2018 17:33,Bombay Aloo,1,5.95,9
11389,30-09-2018 13:00,Bombay Aloo,1,5.95,4
11387,29-09-2018 22:40,Saag Aloo,1,5.95,5
11381,29-09-2018 19:38,Chana Masala,1,5.95,4
11380,29-09-2018 19:37,Chana Masala,1,5.95,6
11379,29-09-2018 19:26,Bombay Aloo,1,5.95,9
11377,29-09-2018 19:06,Saag Aloo,1,5.95,4
11374,29-09-2018 18:49,Muttar Paneer,1,5.95,4
11373,29-09-2018 18:41,Saag Aloo,1,5.95,5
11372,29-09-2018 18:41,Bombay Aloo,2,5.95,9
11372,29-09-2018 18:41,Baingan Hari Mirch,1,5.95,9
11367,29-09-2018 17:40,Saag Aloo,1,5.95,4
11365,29-09-2018 17:30,Mixed Vegetable Curry,1,5.95,6
11357,28-09-2018 21:14,Royal Paneer,1,5.95,8
11356,28-09-2018 20:30,Saag Aloo,1,5.95,4
11353,28-09-2018 20:02,COBRA (660ML),1,5.95,4
11352,28-09-2018 19:58,Bombay Aloo,1,5.95,7
11351,28-09-2018 19:52,King Prawn Puree,1,5.95,7
11351,28-09-2018 19:52,Chana Masala,1,5.95,7
11350,28-09-2018 19:49,Saag Paneer,1,5.95,9
11349,28-09-2018 19:30,Bombay Aloo,1,5.95,3
11348,28-09-2018 19:28,Mixed Vegetable Curry,1,5.95,3
11341,28-09-2018 18:46,Bombay Aloo,1,5.95,9
11330,27-09-2018 19:18,Saag Bhajee,1,5.95,7
11329,27-09-2018 18:54,COBRA (660ML),2,5.95,5
11328,27-09-2018 18:50,Baingan Hari Mirch,1,5.95,6
11321,26-09-2018 20:03,Bombay Aloo,1,5.95,8
11317,25-09-2018 21:06,Aloo Methi,1,5.95,3
11315,25-09-2018 18:21,Bhindi Bhajee,1,5.95,8
11312,25-09-2018 17:20,Bombay Aloo,1,5.95,9
11303,24-09-2018 12:38,Saag Dall,1,5.95,6
11303,24-09-2018 12:38,Saag Aloo,1,5.95,6
11297,23-09-2018 19:03,Saag Bhajee,1,5.95,5
11296,23-09-2018 18:51,Bombay Aloo,1,5.95,5
11294,23-09-2018 18:12,Bhindi Bhajee,1,5.95,5
11289,23-09-2018 13:41,Chana Masala,1,5.95,7
11284,22-09-2018 20:40,Mushroom Bhajee,1,5.95,11
11275,22-09-2018 18:50,Bombay Aloo,1,5.95,4
11272,22-09-2018 18:44,Saag Paneer,1,5.95,6
11266,22-09-2018 18:24,Aloo Methi,1,5.95,6
11266,22-09-2018 18:24,Mushroom Bhajee,1,5.95,6
11264,22-09-2018 18:21,Bombay Aloo,1,5.95,8
11251,21-09-2018 20:10,Saag Aloo,1,5.95,6
11247,21-09-2018 19:24,Dall Samba,1,5.95,5
11246,21-09-2018 19:08,Saag Bhajee,1,5.95,6
11243,21-09-2018 19:00,Muttar Paneer,1,5.95,8
11243,21-09-2018 19:00,Saag Aloo,1,5.95,8
11242,21-09-2018 18:52,Mushroom Bhajee,1,5.95,12
11240,21-09-2018 17:58,Saag Aloo,1,5.95,10
11238,21-09-2018 16:13,Tandoori Fish,1,5.95,4
11225,19-09-2018 22:25,Bombay Aloo,1,5.95,4
11218,19-09-2018 18:24,Saag Paneer,1,5.95,7
11207,18-09-2018 19:31,Royal Paneer,1,5.95,3
11205,18-09-2018 18:45,Saag Aloo,1,5.95,4
11203,18-09-2018 17:12,Bombay Aloo,1,5.95,6
11202,18-09-2018 16:11,Cauliflower Bhajee,1,5.95,11
11201,18-09-2018 13:26,Bombay Aloo,1,5.95,4
11196,17-09-2018 19:14,COBRA (660ML),1,5.95,7
11194,17-09-2018 17:41,King Prawn Puree,1,5.95,3
11192,16-09-2018 20:28,Tarka Dall,1,5.95,5
11191,16-09-2018 20:27,Muttar Paneer,1,5.95,1
11185,16-09-2018 19:16,Tandoori Fish,1,5.95,6
11181,16-09-2018 18:49,Tandoori Fish,1,5.95,6
11172,15-09-2018 20:23,Saag Aloo,1,5.95,6
11171,15-09-2018 20:19,Chicken Pakora,1,5.95,3
11167,15-09-2018 19:31,Bombay Aloo,1,5.95,10
11166,15-09-2018 19:19,Mushroom Bhajee,1,5.95,14
11164,15-09-2018 19:01,Chicken Pakora,1,5.95,21
11164,15-09-2018 19:01,Saag Aloo,1,5.95,21
11164,15-09-2018 19:01,Saag Paneer,1,5.95,21
11163,15-09-2018 18:59,Tarka Dall,1,5.95,7
11163,15-09-2018 18:59,Saag Paneer,1,5.95,7
11154,15-09-2018 17:43,Chicken Pakora,1,5.95,8
11149,15-09-2018 17:20,Bombay Aloo,1,5.95,9
11138,14-09-2018 19:27,Muttar Paneer,1,5.95,6
11138,14-09-2018 19:27,Chana Masala,1,5.95,6
11131,14-09-2018 18:58,Aloo Gobi,1,5.95,5
11129,14-09-2018 18:49,King Prawn Puree,1,5.95,5
11128,14-09-2018 18:32,Chicken Pakora,1,5.95,4
11123,14-09-2018 17:30,Mushroom Bhajee,1,5.95,4
11121,14-09-2018 17:25,Royal Paneer,1,5.95,7
11107,12-09-2018 19:58,Bombay Aloo,1,5.95,7
11095,11-09-2018 19:59,Bombay Aloo,1,5.95,10
11090,11-09-2018 17:15,Mushroom Bhajee,1,5.95,8
11086,10-09-2018 19:09,Mushroom Bhajee,2,5.95,16
11080,09-09-2018 19:42,Chana Masala,1,5.95,4
11079,09-09-2018 19:29,Chicken Pakora,1,5.95,4
11073,09-09-2018 17:34,Mixed Starter,1,5.95,5
11071,09-09-2018 17:28,Chicken Pakora,1,5.95,7
11061,08-09-2018 19:43,Chana Masala,1,5.95,6
11057,08-09-2018 19:28,COBRA (660ML),1,5.95,6
11055,08-09-2018 19:13,Bombay Aloo,1,5.95,9
11039,07-09-2018 20:15,Bombay Aloo,1,5.95,7
11030,07-09-2018 19:08,Tarka Dall,1,5.95,6
11030,07-09-2018 19:08,Bombay Aloo,1,5.95,6
11029,07-09-2018 18:54,Chicken Pakora,1,5.95,11
11029,07-09-2018 18:54,COBRA (660ML),1,5.95,11
11024,07-09-2018 17:55,Saag Aloo,1,5.95,9
11012,06-09-2018 12:03,Saag Aloo,1,5.95,5
11008,05-09-2018 19:47,Mushroom Bhajee,1,5.95,5
11004,05-09-2018 19:09,Saag Aloo,1,5.95,8
11003,05-09-2018 18:09,King Prawn Butterfly,1,5.95,8
11002,05-09-2018 16:24,Tandoori Fish,1,5.95,3
10995,04-09-2018 19:24,Royal Paneer,1,5.95,4
10983,03-09-2018 17:12,Aloo Methi,1,5.95,4
10979,02-09-2018 20:42,Saag Bhajee,1,5.95,5
10978,02-09-2018 20:11,Bombay Aloo,1,5.95,7
10970,02-09-2018 12:55,Bombay Aloo,1,5.95,4
10963,01-09-2018 20:04,Saag Aloo,1,5.95,6
10954,31-08-2018 20:07,Aloo Gobi,1,5.95,11
10935,30-08-2018 17:56,Bombay Aloo,1,5.95,5
10916,29-08-2018 17:59,Mushroom Bhajee,1,5.95,7
10897,27-08-2018 19:11,Saag Bhajee,1,5.95,5
10894,27-08-2018 18:38,Saag Aloo,1,5.95,8
10890,27-08-2018 17:54,Saag Aloo,1,5.95,5
10885,27-08-2018 17:20,Chana Masala,1,5.95,5
10884,27-08-2018 17:19,Royal Paneer,1,5.95,4
10870,26-08-2018 17:19,Baingan Hari Mirch,1,5.95,3
10865,25-08-2018 20:44,Bombay Aloo,1,5.95,7
10860,25-08-2018 19:16,Royal Paneer,1,5.95,8
10853,25-08-2018 18:29,Mixed Starter,1,5.95,8
10844,24-08-2018 20:47,Saag Aloo,1,5.95,8
10841,24-08-2018 20:18,Bhindi Bhajee,1,5.95,3
10836,24-08-2018 18:52,Chicken Pakora,1,5.95,7
10834,24-08-2018 18:43,Tarka Dall,1,5.95,16
10833,24-08-2018 18:25,Aloo Gobi,1,5.95,7
10831,24-08-2018 17:59,Tarka Dall,1,5.95,4
10827,23-08-2018 21:29,Tarka Dall,1,5.95,3
10826,23-08-2018 20:04,Royal Paneer,1,5.95,4
10822,23-08-2018 19:16,Bombay Aloo,1,5.95,8
10817,22-08-2018 20:41,Baingan Hari Mirch,1,5.95,4
10817,22-08-2018 20:41,Muttar Paneer,1,5.95,4
10811,22-08-2018 18:33,Bombay Aloo,1,5.95,3
10807,22-08-2018 17:45,Saag Bhajee,1,5.95,5
10804,21-08-2018 21:14,Bhindi Bhajee,1,5.95,5
10800,21-08-2018 19:10,Royal Paneer,1,5.95,9
10772,19-08-2018 18:21,Cauliflower Bhajee,1,5.95,4
10772,19-08-2018 18:21,Saag Bhajee,1,5.95,4
10768,19-08-2018 17:11,Mixed Vegetable Curry,1,5.95,7
10760,18-08-2018 20:03,Bombay Aloo,1,5.95,10
10760,18-08-2018 20:03,Saag Paneer,1,5.95,10
10751,18-08-2018 19:01,Mushroom Bhajee,1,5.95,8
10749,18-08-2018 18:49,Aloo Gobi,1,5.95,7
10745,18-08-2018 17:45,Bombay Aloo,1,5.95,7
10743,18-08-2018 17:29,Aloo Gobi,1,5.95,3
10730,17-08-2018 19:25,Saag Paneer,1,5.95,5
10728,17-08-2018 19:07,Saag Aloo,1,5.95,6
10723,17-08-2018 17:33,Saag Bhajee,1,5.95,6
10713,16-08-2018 20:57,Cauliflower Bhajee,1,5.95,4
10710,16-08-2018 19:44,Tarka Dall,1,5.95,6
10709,16-08-2018 19:17,Saag Dall,1,5.95,3
10706,16-08-2018 18:18,Bombay Aloo,1,5.95,6
10701,15-08-2018 20:38,Saag Paneer,1,5.95,5
10701,15-08-2018 20:38,Chana Masala,1,5.95,5
10687,13-08-2018 19:06,Bombay Aloo,2,5.95,8
10683,12-08-2018 20:04,Aloo Gobi,1,5.95,6
10683,12-08-2018 20:04,Tarka Dall,1,5.95,6
10681,12-08-2018 19:01,Saag Bhajee,1,5.95,5
10679,12-08-2018 18:32,Saag Paneer,1,5.95,5
10670,12-08-2018 17:31,Bombay Aloo,1,5.95,3
10661,11-08-2018 20:10,Aloo Gobi,1,5.95,4
10656,11-08-2018 19:35,Chicken Pakora,1,5.95,5
10650,11-08-2018 18:54,Saag Dall,1,5.95,6
10642,11-08-2018 17:17,Bombay Aloo,1,5.95,7
10640,11-08-2018 16:55,Bombay Aloo,1,5.95,7
10640,11-08-2018 16:55,Tarka Dall,1,5.95,7
10639,11-08-2018 08:24,Tarka Dall,1,5.95,4
10629,10-08-2018 18:30,Saag Aloo,1,5.95,5
10621,09-08-2018 20:33,Cauliflower Bhajee,1,5.95,4
10616,09-08-2018 17:59,Saag Paneer,1,5.95,5
10608,08-08-2018 18:14,Aloo Gobi,1,5.95,5
10602,07-08-2018 20:01,Chicken Pakora,1,5.95,6
10599,07-08-2018 19:22,Bombay Aloo,1,5.95,7
10595,07-08-2018 18:36,Saag Aloo,1,5.95,3
10591,06-08-2018 20:52,COBRA (660ML),2,5.95,5
10589,06-08-2018 18:06,Bombay Aloo,1,5.95,8
10588,06-08-2018 17:53,Saag Bhajee,1,5.95,9
10570,04-08-2018 20:06,Bombay Aloo,1,5.95,6
10564,04-08-2018 17:26,Bombay Aloo,1,5.95,7
10562,04-08-2018 15:42,Bombay Aloo,1,5.95,5
10561,03-08-2018 21:39,Saag Paneer,2,5.95,4
10560,03-08-2018 21:22,Saag Aloo,1,5.95,4
10557,03-08-2018 20:14,Saag Aloo,1,5.95,6
10550,03-08-2018 18:19,Aloo Gobi,1,5.95,6
10549,03-08-2018 18:06,Mushroom Bhajee,1,5.95,5
10547,03-08-2018 17:54,Bombay Aloo,1,5.95,6
10547,03-08-2018 17:54,Saag Paneer,1,5.95,6
10545,03-08-2018 14:43,Saag Paneer,1,5.95,4
10541,02-08-2018 19:29,Vegetable Mysore,1,5.95,4
10538,02-08-2018 18:30,King Prawn Butterfly,1,5.95,4
10534,01-08-2018 21:18,Mixed Starter,1,5.95,9
10534,01-08-2018 21:18,Bombay Aloo,1,5.95,9
10534,01-08-2018 21:18,Chana Masala,1,5.95,9
10521,31-07-2018 19:41,Bhindi Bhajee,1,5.95,12
10521,31-07-2018 19:41,Tarka Dall,1,5.95,12
10518,31-07-2018 17:43,Saag Paneer,1,5.95,6
10511,30-07-2018 12:09,Saag Paneer,1,5.95,3
10509,29-07-2018 20:16,Bombay Aloo,1,5.95,7
10504,29-07-2018 18:58,Saag Bhajee,1,5.95,5
10498,29-07-2018 18:08,Tandoori Fish,1,5.95,5
10494,29-07-2018 17:12,Bombay Aloo,2,5.95,16
10490,28-07-2018 21:13,Chana Masala,1,5.95,8
10489,28-07-2018 20:42,Bombay Aloo,1,5.95,6
10488,28-07-2018 20:31,Bombay Aloo,1,5.95,6
10485,28-07-2018 19:36,Royal Paneer,1,5.95,7
10480,28-07-2018 19:11,Cauliflower Bhajee,1,5.95,8
10479,28-07-2018 19:11,Saag Aloo,1,5.95,7
10476,28-07-2018 18:36,Saag Paneer,1,5.95,11
10474,28-07-2018 18:18,Bhindi Bhajee,1,5.95,8
10471,28-07-2018 17:38,Bombay Aloo,1,5.95,6
10470,28-07-2018 17:34,Aloo Gobi,1,5.95,7
10469,28-07-2018 17:23,Bombay Aloo,1,5.95,6
10453,27-07-2018 18:11,Tarka Dall,1,5.95,5
10445,26-07-2018 22:53,Saag Aloo,1,5.95,3
10432,26-07-2018 13:49,Muttar Paneer,1,5.95,11
10425,25-07-2018 20:33,Royal Paneer,1,5.95,4
10409,24-07-2018 18:47,Saag Aloo,1,5.95,12
10408,24-07-2018 18:46,Bombay Aloo,1,5.95,4
10406,24-07-2018 17:31,Mixed Starter,1,5.95,6
10402,23-07-2018 18:50,Mushroom Bhajee,1,5.95,11
10393,22-07-2018 17:32,Bombay Aloo,1,5.95,7
10390,21-07-2018 20:19,Aloo Gobi,1,5.95,6
15235,07-06-2019 21:21,COBRA (330ML),2,3.95,5
15228,07-06-2019 20:35,Onion Bhajee,1,3.95,5
15227,07-06-2019 20:23,Onion Bhajee,1,3.95,6
15227,07-06-2019 20:23,French Fries,1,3.95,6
15225,07-06-2019 19:56,Onion Bhajee,1,3.95,5
15216,07-06-2019 18:21,Onion Bhajee,1,3.95,14
15216,07-06-2019 18:21,Mushroom Rice,2,3.95,14
15215,07-06-2019 18:18,Onion Bhajee,2,3.95,11
15209,07-06-2019 17:38,Dhansak Sauce,1,3.95,11
15209,07-06-2019 17:38,Onion Rice,1,3.95,11
15207,07-06-2019 17:29,Onion Bhajee,1,3.95,4
15200,06-06-2019 17:28,Special Fried Rice,1,3.95,6
15199,05-06-2019 21:08,Onion Bhajee,1,3.95,8
15190,04-06-2019 21:09,Meat Samosa,1,3.95,4
15179,04-06-2019 18:32,Onion Bhajee,1,3.95,3
15177,04-06-2019 18:16,Onion Bhajee,1,3.95,5
15174,04-06-2019 17:58,French Fries,1,3.95,11
15167,03-06-2019 18:59,French Fries,2,3.95,5
15161,02-06-2019 19:18,Madras Sauce,1,3.95,5
15156,02-06-2019 17:09,Masala Sauce,1,3.95,6
15154,02-06-2019 16:19,Garlic Rice,3,3.95,5
15152,02-06-2019 12:41,Vegetable Rice,1,3.95,3
15150,01-06-2019 20:16,Onion Bhajee,2,3.95,9
15143,01-06-2019 18:54,Onion Bhajee,1,3.95,11
15143,01-06-2019 18:54,Saag Rice,1,3.95,11
15140,01-06-2019 18:33,Lemon Rice,1,3.95,5
15136,01-06-2019 18:17,Mushroom Rice,1,3.95,7
15125,31-05-2019 19:18,Special Fried Rice,1,3.95,7
15123,31-05-2019 19:11,Mushroom Rice,1,3.95,5
15119,31-05-2019 18:26,Mushroom Rice,1,3.95,6
15117,31-05-2019 18:09,Onion Rice,1,3.95,8
15117,31-05-2019 18:09,Masala Sauce,1,3.95,8
15115,31-05-2019 17:58,Mushroom Rice,1,3.95,6
15109,31-05-2019 16:43,Onion Bhajee,1,3.95,5
15107,31-05-2019 12:13,Special Fried Rice,1,3.95,6
15098,29-05-2019 17:50,Still Water (750ml),1,3.95,7
15090,28-05-2019 19:37,Egg Rice,1,3.95,7
15086,28-05-2019 19:07,French Fries,1,3.95,8
15083,28-05-2019 18:22,Saag Rice,1,3.95,6
15070,27-05-2019 17:42,Onion Bhajee,1,3.95,8
15057,26-05-2019 20:49,Vegetable Rice,2,3.95,2
15056,26-05-2019 20:31,Special Fried Rice,1,3.95,6
15050,26-05-2019 19:29,Mushroom Rice,2,3.95,11
15045,26-05-2019 18:25,Mushroom Rice,1,3.95,9
15043,26-05-2019 17:46,Garlic Rice,1,3.95,11
15031,25-05-2019 20:14,French Fries,1,3.95,6
15031,25-05-2019 20:14,Korma Sauce,1,3.95,6
15026,25-05-2019 19:43,Keema Rice,1,3.95,9
15024,25-05-2019 18:56,Mushroom Rice,1,3.95,9
15022,25-05-2019 18:49,Special Fried Rice,1,3.95,5
15022,25-05-2019 18:49,Stuffed Paratha,1,3.95,5
15015,25-05-2019 18:13,Onion Bhajee,1,3.95,5
15007,25-05-2019 13:40,Special Fried Rice,1,3.95,6
15002,24-05-2019 20:16,Garlic Rice,1,3.95,3
15001,24-05-2019 19:59,French Fries,2,3.95,4
15001,24-05-2019 19:59,Meat Samosa,1,3.95,4
14995,24-05-2019 18:45,Onion Bhajee,1,3.95,8
14993,24-05-2019 18:38,Egg Rice,1,3.95,5
14992,24-05-2019 18:37,Onion Bhajee,1,3.95,7
14991,24-05-2019 18:27,Onion Bhajee,1,3.95,5
14989,24-05-2019 18:09,Lemon Rice,1,3.95,5
14987,24-05-2019 17:37,Mushroom Rice,1,3.95,7
14985,23-05-2019 20:59,Mushroom Rice,1,3.95,6
14983,23-05-2019 20:09,Masala Sauce,1,3.95,5
14983,23-05-2019 20:09,Special Fried Rice,1,3.95,5
14978,23-05-2019 18:16,Mushroom Rice,1,3.95,5
14970,22-05-2019 19:10,Onion Bhajee,1,3.95,4
14958,21-05-2019 18:09,Special Fried Rice,1,3.95,6
14957,21-05-2019 18:07,Lemon Rice,1,3.95,10
14954,20-05-2019 20:45,Onion Bhajee,1,3.95,7
14953,20-05-2019 20:35,Still Water (750ml),2,3.95,4
14952,20-05-2019 19:46,Masala Sauce,1,3.95,6
14950,20-05-2019 19:27,Lemon Rice,1,3.95,7
14949,20-05-2019 19:10,Mushroom Rice,1,3.95,6
14942,19-05-2019 21:36,Meat Samosa,1,3.95,7
14935,19-05-2019 19:02,French Fries,1,3.95,6
14933,19-05-2019 17:57,Special Fried Rice,1,3.95,9
14933,19-05-2019 17:57,Masala Sauce,1,3.95,9
14929,19-05-2019 17:21,Special Fried Rice,1,3.95,4
14924,19-05-2019 12:45,French Fries,1,3.95,11
14917,18-05-2019 21:53,Meat Samosa,2,3.95,6
14914,18-05-2019 20:57,Meat Samosa,1,3.95,6
14913,18-05-2019 20:46,Lemon Rice,1,3.95,3
14907,18-05-2019 20:31,Onion Bhajee,1,3.95,6
14904,18-05-2019 20:13,French Fries,1,3.95,9
14904,18-05-2019 20:13,Meat Samosa,1,3.95,9
14902,18-05-2019 19:42,Special Fried Rice,1,3.95,5
14902,18-05-2019 19:42,Meat Samosa,1,3.95,5
14899,18-05-2019 19:35,Egg Rice,1,3.95,2
14887,18-05-2019 18:10,Vindaloo Sauce,1,3.95,9
14880,18-05-2019 16:42,French Fries,1,3.95,9
14879,18-05-2019 15:48,Onion Bhajee,1,3.95,6
14878,18-05-2019 15:39,Vindaloo Sauce,1,3.95,6
14865,17-05-2019 18:39,Egg Paratha,1,3.95,5
14862,17-05-2019 18:32,Mushroom Rice,1,3.95,6
14861,17-05-2019 18:15,French Fries,2,3.95,7
14858,17-05-2019 18:02,French Fries,2,3.95,7
14857,17-05-2019 17:29,Egg Rice,1,3.95,5
14855,17-05-2019 14:27,Stuffed Paratha,1,3.95,19
14846,16-05-2019 18:17,Korma Sauce,1,3.95,3
14843,16-05-2019 14:39,Meat Samosa,2,3.95,3
14843,16-05-2019 14:39,Onion Bhajee,1,3.95,3
14840,16-05-2019 14:28,Onion Bhajee,1,3.95,4
14837,16-05-2019 14:11,Onion Bhajee,2,3.95,5
14835,16-05-2019 13:49,Onion Bhajee,1,3.95,4
14834,16-05-2019 13:48,Meat Samosa,2,3.95,3
14834,16-05-2019 13:48,Onion Bhajee,1,3.95,3
14830,15-05-2019 19:15,Special Fried Rice,1,3.95,7
14830,15-05-2019 19:15,COBRA (330ML),1,3.95,7
14829,15-05-2019 18:57,Onion Bhajee,1,3.95,8
14823,15-05-2019 17:50,Onion Bhajee,1,3.95,5
14813,14-05-2019 12:12,Special Fried Rice,1,3.95,5
14811,13-05-2019 20:10,Meat Samosa,1,3.95,10
14806,13-05-2019 18:57,Onion Bhajee,1,3.95,4
14801,12-05-2019 22:29,Vegetable Rice,1,3.95,7
14799,12-05-2019 19:54,Meat Samosa,4,3.95,1
14787,12-05-2019 17:47,Mushroom Rice,1,3.95,4
14783,12-05-2019 14:22,Meat Samosa,1,3.95,4
14780,12-05-2019 14:09,Meat Samosa,1,3.95,4
14772,11-05-2019 20:33,Onion Bhajee,1,3.95,6
14770,11-05-2019 20:28,Onion Bhajee,1,3.95,12
14770,11-05-2019 20:28,Masala Sauce,1,3.95,12
14765,11-05-2019 19:38,Onion Bhajee,1,3.95,4
14757,11-05-2019 19:08,Egg Rice,1,3.95,8
14752,11-05-2019 17:48,Onion Bhajee,2,3.95,8
14746,10-05-2019 20:41,Onion Bhajee,1,3.95,6
14745,10-05-2019 20:31,Mushroom Rice,1,3.95,8
14739,10-05-2019 19:13,Onion Bhajee,1,3.95,2
14730,10-05-2019 18:14,Onion Rice,1,3.95,12
14729,10-05-2019 18:05,Meat Samosa,1,3.95,7
14729,10-05-2019 18:05,Saag Rice,1,3.95,7
14718,09-05-2019 17:33,Mushroom Rice,1,3.95,5
14714,08-05-2019 19:29,Mushroom Rice,2,3.95,6
14711,08-05-2019 18:12,Meat Samosa,1,3.95,4
14704,07-05-2019 18:41,Meat Samosa,2,3.95,13
14704,07-05-2019 18:41,Keema Rice,1,3.95,13
14697,06-05-2019 19:47,Meat Samosa,1,3.95,8
14693,06-05-2019 18:53,Special Fried Rice,1,3.95,3
14686,06-05-2019 17:40,Onion Bhajee,1,3.95,9
14683,06-05-2019 17:10,Mushroom Rice,2,3.95,6
14679,05-05-2019 20:41,Onion Bhajee,1,3.95,5
14673,05-05-2019 19:45,Mushroom Rice,1,3.95,5
14673,05-05-2019 19:45,Saag Rice,1,3.95,5
14669,05-05-2019 19:21,Masala Sauce,1,3.95,12
14669,05-05-2019 19:21,Special Fried Rice,1,3.95,12
14667,05-05-2019 19:18,French Fries,2,3.95,4
